(-20.0938889, -50.9263889)
(-22.1378975, -47.4555647)
(-21.2918648, -47.4309885)
(-21.823475, -47.248023)
(-22.9060715, -49.6277378)
(-21.4634463, -48.3912139)
(-20.2106188, -50.9270837)
(-22.4590897, -47.532034)
(-23.3194222, -46.2271903)
(-21.6861811, -48.0836814)
(-22.5691072, -48.157095)
(-21.3513258, -51.7534)
(-21.7103738, -47.4777943)
(-20.1448079, -50.8317569)
(-21.4869452, -47.3654908)
(-20.2451795, -50.6889625)
(-20.2543758, -50.7975649)
(-23.4446715, -46.9167722)
(-21.974662, -51.652662)
(-23.6573395, -46.5322504)
(-21.0893048, -47.1523426)
(-22.6054087, -46.9210727)
(-20.9354866, -50.4953504)
(-22.1158536, -46.6839541)
(-22.8250504, -45.6674063)
(-21.8508736, -51.3925315)
(-21.6379556, -50.5008527)
(-23.960833, -46.333889)
(-22.6884605, -45.7329767)
(-23.7080345, -46.5506747)
(-23.6195923, -46.5688323)
(-22.0180395, -47.891154)
(-20.3604438, -50.696603)
(-21.9778137, -46.7881722)
(-20.3878223, -50.378858)
(-20.5134345, -50.352595)
(-21.2701055, -51.6654978)
(-20.5814993, -47.8608238)
(-20.5934194, -47.6416942)
(-22.6452376, -44.5805246)
(-21.595288, -46.887303)
(-20.8125851, -49.3804212)
(-23.1860383, -45.8866816)
(-23.8535923, -46.9440587)
(-23.2220188, -45.3108724)
(-22.732081, -48.572316)
(-23.8807771, -47.9963492)
(-23.5506507, -46.6333824)
(-22.5512765, -47.9072359)
(-22.745286, -49.742829)
(-23.5304843, -47.1355473)
(-23.8027866, -45.4070527)
(-21.7118854, -46.8284162)
(-21.4800208, -47.5531095)
(-23.9603686, -46.3847024)
(-23.648546349999997, -47.80044207427724)
(-23.2747217, -49.477186)
(-20.6581669, -49.9229043)
(-21.3132591, -47.5635821)
(-22.61222, -46.70056)
(-21.2066883, -47.6053774)
(-21.1375782, -47.9913741)
(-24.3878438, -47.9265798)
(-20.810753, -48.80538)
(-22.66384, -44.852157)
(-22.5902619, -46.5249112)
(-23.5007185, -47.4574439)
(-20.6906175, -50.9240834)
(-22.8217964, -47.267105)
(-20.5011185, -51.0246771)
(-23.5427842, -46.3108391)
(-20.9648397, -49.0332398)
(-21.7373768, -48.6880522)
(-23.6121912, -46.7790539)
(-22.3893943, -51.2888486)
(-23.4534312, -49.4054454)
(-21.143144, -48.511203)
(-21.1238184, -48.4512476)
(-21.70292, -47.270344)
(-20.6251635, -49.6519879)
(-23.9638345, -47.5067136)
(-21.46824, -46.7493221)
(-21.07373, -48.412553)
(-21.407486, -48.5054848)
(-23.5337307, -49.2452541)
(-23.9257829, -48.7005328)
(-22.3038726, -51.5628675)
(-22.7474736, -50.5783374)
(-23.3518451, -47.848026)
(-23.031448, -45.5612792)
(-23.3437238, -49.3772468)
(-22.5300202, -52.1686847)
(-20.787015, -48.331442)
(-23.1030302, -47.7147937)
(-23.2064076, -49.6045576)
(-23.2478026, -48.1941034)
(-22.4302536, -48.1690653)
(-22.0410733, -48.3350302)
(-22.95714, -45.547526)
(-20.234355, -50.890528)
(-22.819324, -46.6937627)
(-21.9349129, -50.5141255)
(-21.3861179, -51.5763259)
(-20.9491284, -50.1082011)
(-20.0530658, -50.4763212)
(-21.1637674, -49.7167796)
(-23.433162, -45.083415)
(-22.5261054, -49.6635412)
(-20.951106, -49.171295)
(-20.8878168, -49.8986804)
(-20.244491, -50.6450868)
(-21.7846064, -49.2819702)
(-21.2027026, -49.2921996)
(-20.4226107, -50.0861511)
(-22.97056, -46.99583)
(-21.2230369, -50.8666375)
(-22.8902379, -46.4145366)
(-21.832194, -46.891286)
(-23.599338, -47.022038)
(-23.2113889, -46.8283333)
(-22.2212638, -49.8243021)
(-23.0298535, -46.9749847)
(-20.8726051, -48.2968122)
(-21.171293, -48.6299172)
(-20.1978821, -50.4847947)
(-23.5386249, -47.440842)
(-20.4252908, -49.972028)
(-21.0523649, -50.0514502)
